"","Control 1 (SRR5074528)","Control 2 (SRR5074529)"," Organophosphate 1 (SRR5074530)","Organophosphate 2 (SRR5074531)","Taxonomy"
"2528026",0,0,1,0,"Planctomycetes bacterium Mal4"
"2528035",1,0,0,0,"Phycisphaerae bacterium RAS2"
"2529032",0,1,0,0,"Oceanihabitans sp. IOP_32"
"2546351",1,0,1,1,"Thermaerobacter sp. FW80"
"2547399",0,1,0,0,"Paraburkholderia sp. 7MH5"
"2547598",1,0,0,0,"Marinobacter sp. JH2"
"2552942",0,0,0,1,"Boseongicola sp. CCM32"
"2558918",1,0,1,0,"Nocardioides sp. SB3-45"
"2560010",0,0,1,0,"Actinomyces sp. dk561"
"2560053",0,0,1,0,"Paracoccus sp. 2251"
"2560057",0,0,1,0,"Terasakiella sp. SH-1"
"2560128",1,0,0,0,"Eneladusvirus"
"2561924",1,0,0,0,"Brevundimonas sp. MF30-B"
"2562282",1,0,0,0,"Halomonas sp. Y2R2"
"2562284",0,0,1,0,"Pseudolabrys sp. FHR47"
"2564040",0,0,1,0,"Leptospira tipperaryensis"
"2565366",0,0,1,0,"Arthrobacter sp. PAMC25564"
"2566013",0,0,1,0,"Cellulomonas sp. Z28"
"2567941",1,0,0,1,"Bacillus sp. DSL-17"
"2570229",0,0,1,0,"Phreatobacter sp. NMCR1094"
"2571029",0,0,1,0,"Brachybacterium sp. SGAir0954"
"2571747",0,0,1,0,"Paraburkholderia sp. 7Q-K02"
"2571749",0,0,1,0,"Novosphingobium sp. ABRDHK2"
"2572088",0,1,1,0,"TM7 phylum sp. oral taxon 957"
"2575375",0,0,0,1,"Pantoea sp. SO10"
"2576606",1,0,0,0,"Duncaniella sp. B8"
"2578107",0,0,1,0,"Arthrobacter sp. KBS0702"
"2579250",0,0,0,1,"Nautilia sp. PV-1"
"2579935",1,0,0,0,"Izhakiella sp. KSNA2"
"2579971",1,0,0,0,"Paraoceanicella profunda"
"2582905",1,0,0,0,"Nocardioides sp. S-1144"
"2582913",1,1,0,0,"Emcibacter sp. MEBiC09520"
"2583243",0,0,1,0,"Micromonospora sp. HM134"
"2583377",1,0,1,1,"Saccharibacillus brassicae"
"2583530",0,0,1,0,"Thermosynechococcus sp. CL-1"
"2583585",0,0,1,0,"Streptococcus sp. NCTC 10228"
"2583587",1,0,0,0,"Flavobacteriaceae bacterium F202Z8"
"2583993",0,0,1,0,"unclassified Pseudomonas"
"2584466",0,0,1,0,"Mesorhizobium sp. 8"
"2584940",1,1,1,0,"Hymenobacter sp. DG01"
"2584943",1,0,1,1,"Longibaculum sp. KGMB06250"
"2584944",0,0,1,0,"Sutterella sp. KGMB03119"
"2585135",0,1,0,0,"Georgenia sp. Z294"
"2585717",0,0,1,0,"Agromyces sp. HY052"
"2587842",1,0,0,0,"Maribius sp. THAF1"
"2587845",0,0,1,0,"Pseudomonas sp. THAF7b"
"2587848",1,0,1,0,"Bacillus sp. THAF10"
"2587849",0,0,1,0,"Halomonas sp. THAF12"
"2587852",0,0,1,0,"Roseivivax sp. THAF30"
"2587854",1,0,0,0,"Labrenzia sp. THAF35"
"2587855",1,0,0,0,"Sulfitobacter sp. THAF37"
"2587861",1,1,1,0,"Labrenzia sp. THAF82"
"2587865",0,0,1,0,"Vibrio sp. THAF190c"
"2588534",0,0,1,0,"Methylophilus medardicus"
"2588536",1,0,1,0,"Candidatus Methylopumilus universalis"
"2589074",1,0,1,1,"Nocardioides sp. KUDC 5002"
"2589797",0,0,1,0,"Georgenia sp. Z443"
"2590015",0,1,0,0,"Shewanella sp. SNU WT4"
"2590016",0,0,0,1,"Labrenzia sp. PHM005"
"2590022",0,0,1,0,"Sulfurimonas sp. GYSZ_1"
"2590776",0,0,1,0,"Pseudomonas sp. NIBRBAC000502773"
"2590785",0,0,1,0,"Pseudarthrobacter sp. NIBRBAC000502770"
"2590869",1,0,0,0,"Janthinobacterium sp. SNU WT3"
"2591108",1,0,0,0,"Actinomadura sp. WMMA1423"
"2591109",0,0,1,0,"Casimicrobium huifangae"
"2591145",1,0,0,0,"Cellulomonas sp. Y8"
"2591463",1,1,1,0,"Brevundimonas sp. M20"
"2592351",0,0,1,0,"Carnobacterium sp. PL12RED10"
"2592654",0,0,1,0,"Lysinimonas sp. KACC 19322"
"2593542",0,0,1,0,"unclassified Campylobacter"
"2593643",0,0,1,0,"unclassified Nonomuraea"
"2593658",1,0,1,0,"unclassified Nostoc"
"2593676",0,1,1,0,"unclassified Streptomyces"
"2593973",0,0,1,0,"Serinicoccus sp. W204"
"2594005",0,0,0,1,"Thalassotalea sp. PS06"
"2594007",1,0,0,0,"Rhodococcus sp. WB9"
"2594265",1,0,0,0,"Ornithinimicrobium sp. H23M54"
"2594795",0,1,1,0,"Chitinimonas sp. R3-44"
"2594913",1,0,1,1,"Corynebacterium sanguinis"
"2596890",0,1,0,0,"Planctomycetes bacterium SRT547"
"2596949",1,0,1,0,"Enterobacter sp. E76"
"2597660",0,0,1,0,"Tomitella sp. HY188"
"2597701",0,0,1,0,"Comamonas sp. NLF-7-7"
"2597769",0,0,1,0,"Geobacter sp. FeAm09"
"2599640",0,1,1,0,"Bosea sp. F3-2"
"2600177",0,0,1,0,"Bradymonadales bacterium V1718"
"2600320",0,1,1,0,"Nesterenkonia sp. NBAIMH1"
"2601574",0,0,1,0,"Candidatus Cytomitobacter"
"2601575",0,0,1,0,"Candidatus Cytomitobacter indipagum"
"2601646",1,1,0,1,"Candidatus Sneabacter namystus"
"2601677",1,0,1,0,"Tepidiforma bonchosmolovskayae"
"2601894",1,0,0,0,"Halioglobus maricola"
"2603215",0,0,1,0,"Marinobacter fonticola"
"2603276",0,0,1,0,"Methylobacterium sp. WL1"
"2603277",0,0,1,0,"Rhizobium sp. WL3"
"2604421",0,1,1,0,"Chitinophaga sp. XS-30"
"2605747",0,0,1,0,"Pedobacter sp. CJ43"
"2605946",0,0,1,0,"Rhodobacteraceae bacterium SH-1"
"2607911",1,0,1,0,"Paenibacillus sp. 37"
"2608981",0,0,0,1,"Methylomonas sp. GJ1"
"2609248",0,0,1,0,"unclassified Actinomyces"
"2609250",1,0,1,0,"unclassified Rathayibacter"
"2609253",0,0,1,0,"Rathayibacter sp. VKM Ac-2760"
"2609257",0,0,1,0,"Rathayibacter sp. VKM Ac-2804"
"2609666",0,0,1,0,"unclassified Halomonas"
"2613769",0,0,1,0,"unclassified Rhizobium"
"2613784",0,0,0,1,"unclassified Burkholderia"
"2614128",1,0,0,0,"unclassified Clostridium"
"2614638",0,1,1,0,"Microbacterium sp. ST-M6"
"2614693",1,0,0,0,"Nitrincola sp. KXZD1103"
"2614906",0,0,1,0,"unclassified Leisingera"
"2614943",0,0,1,0,"unclassified Sphingopyxis"
"2614947",1,0,0,0,"unclassified Sphingorhabdus"
"2615033",1,0,0,0,"unclassified Dokdonia"
"2615069",1,0,1,1,"unclassified Nocardioides"
"2615202",0,0,1,0,"unclassified Hymenobacter"
"2615203",0,0,1,0,"Hymenobacter sp. BRD72"
"2615210",0,0,1,0,"unclassified Methylobacterium"
"2618290",0,0,1,0,"unclassified Sulfurospirillum"
"2618749",1,0,0,0,"unclassified Scytonema"
"2619320",1,0,0,0,"unclassified Pseudonocardia"
"2619695",1,0,0,0,"unclassified Microlunatus"
"2623549",0,0,1,0,"unclassified Sulfurimonas"
"2623841",1,0,0,0,"unclassified Brachybacterium"
"2624793",1,0,0,1,"unclassified Cellvibrio"
"2624949",1,0,1,1,"unclassified Gemella"
"2626047",0,1,1,0,"unclassified Synechococcus"
"2626549",1,0,1,0,"unclassified Actinoplanes"
"2629479",1,0,0,0,"unclassified Azoarcus"
"2630218",0,0,1,0,"unclassified Commensalibacter"
"2631580",0,0,1,0,"unclassified Bradyrhizobium"
"2632435",1,0,0,0,"unclassified Citricoccus"
"2632611",1,1,0,1,"unclassified Agrobacterium"
"2635733",0,0,1,0,"unclassified Dehalobacter"
"2637901",1,0,1,0,"unclassified Spiroplasma"
"2639302",1,0,1,0,"unclassified Roseivivax"
"2639704",0,0,0,1,"unclassified Anoxybacillus"
"2640652",1,0,0,0,"unclassified Capnocytophaga"
"2642459",0,0,1,0,"unclassified Geobacillus"
"2642494",0,0,1,0,"unclassified Mycobacterium"
"2644672",0,0,1,0,"unclassified Methanosarcina"
"2644732",0,0,1,0,"unclassified Novosphingobium"
"2645622",0,0,0,1,"unclassified Bartonella"
"2647733",0,0,1,1,"unclassified Sporosarcina"
"2648079",1,1,1,0,"unclassified Blautia"
"2648499",0,0,1,1,"unclassified Vagococcus"
"2650775",0,0,1,0,"Actinomadura sp. WMMB499"
"2650975",0,1,0,0,"Halorussus sp. ZS-3"
"2651284",0,0,1,1,"Pradoshia sp. D12"
"2651334",1,0,0,0,"Microvirga sp. HR1"
"2651974",1,0,0,0,"Hydrogenophaga sp. BPS33"
"2652380",0,0,1,0,"Alteromonas sp. I4"
"2652443",0,0,1,0,"Deinococcus sp. AJ005"
"2653178",1,0,0,0,"unclassified Bosea"
"2653857",1,0,0,0,"Amycolatopsis sp. YIM 10"
"2654284",1,0,0,0,"Bacillaceae bacterium C02"
"2656914",0,0,1,0,"Nonomuraea sp. WYY166"
"2660554",1,0,0,0,"Paenibacillus sp. B01"
"2662028",0,0,1,0,"Aeromicrobium sp. MF47"
"2662362",0,0,1,1,"Acinetobacter sp. dk386"
"2663019",0,0,1,0,"Sulfolobus sp. E5-1-F"
"2663022",1,0,0,0,"Gracilibacillus sp. SCU50"
"2664893",1,0,0,0,"Agrobacterium sp. MA01"
"2666127",0,0,1,0,"Bacillus sp. N3536"
"2674991",0,0,1,0,"Cohnella candidum"
"2675219",0,1,1,1,"Corynebacterium sp. 2039"
"2675298",0,0,1,0,"Sulfuriferula sp. SGTM"
"2676077",0,0,1,0,"Sphingobium sp. CAP-1"
"2676525",0,0,1,0,"unclassified Thermosipho (in: Bacteria)"
"2678688",0,1,1,0,"Pseudodesulfovibrio sp. SRB007"
"2681986",1,0,1,0,"Blochmannia endosymbiont of Camponotus nipponensis"
"2682541",1,0,1,0,"Bacillus sp. N1-1"
"2683590",0,0,1,0,"Diaminobutyricimonas sp. LJ205"
"2683967",1,1,1,0,"Mycoplasma sp. NEAQ87857"
"2686094",0,0,1,0,"Caulobacteraceae bacterium 0127_4"
"2686288",0,0,1,0,"Microcystis aeruginosa FD4"
"2686304",1,0,0,0,"Streptomyces sp. T44"
"2686362",0,0,1,0,"Cellulophaga sp. L1A9"
"2686365",0,0,1,0,"Algibacter sp. L1A34"
"2691571",0,0,1,0,"Stenotrophomonas sp. 364"
"2692425",0,0,1,1,"Pontibacillus sp. HMF3514"
"2692757",1,0,1,1,"Lactobacillus sp. C25"
"2694929",0,1,1,1,"Pontibacter sp. BT326"
"2697032",1,0,0,0,"Xylophilus sp. KACC 21265"
"2697033",0,0,1,0,"Bombella sp. KACC 21507"
"2697043",0,0,0,1,"Kiritimatiellaeota bacterium S-5007"
"2697562",0,0,1,0,"Hymenobacter sp. BT182"
"2698679",0,0,1,0,"Sphingomonas sp. C33"
"2698684",0,0,0,1,"Sinimarinibacterium sp. NLF-5-8"
"2699395",0,0,1,0,"Methylosinus sp. C49"
"2700081",1,0,0,0,"Virgibacillus sp. MSP4-1"
"2705399",1,0,0,0,"Hypericibacter"
